# m=45 n=16 k=6 j=4 s=4 minCover=1 run=16 count=186
4,5,11,12,17,22
4,5,11,12,20,40
4,5,11,15,20,26
4,5,11,16,20,22
4,5,11,18,23,28
4,5,11,20,23,28
4,5,11,23,29,37
4,5,12,15,22,28
4,5,12,15,23,26
4,5,12,15,29,37
4,5,12,16,17,23
4,5,12,18,28,40
4,5,15,16,37,40
4,5,15,17,18,37
4,5,15,17,20,29
4,5,16,17,20,28
4,5,16,18,20,26
4,5,16,18,22,29
4,5,17,26,29,40
4,5,20,22,23,40
4,5,20,28,29,37
4,5,22,26,28,37
4,11,12,15,26,29
4,11,12,16,18,23
4,11,12,16,20,37
4,11,12,17,18,23
4,11,12,17,28,37
4,11,15,16,17,40
4,11,15,16,23,26
4,11,15,17,26,37
4,11,15,18,28,37
4,11,15,22,28,29
4,11,16,28,29,40
4,11,17,18,20,29
4,11,17,23,28,29
4,11,18,22,23,26
4,11,18,22,37,40
4,11,23,26,28,40
4,12,15,16,20,28
4,12,15,17,18,40
4,12,16,22,26,40
4,12,16,29,37,40
4,12,17,20,23,29
4,12,17,20,26,28
4,12,17,22,26,37
4,12,18,20,22,28
4,12,18,26,29,37
4,12,22,23,29,40
4,12,23,28,29,37
4,15,16,17,23,40
4,15,16,18,26,28
4,15,16,22,23,28
4,15,16,23,29,37
4,15,17,18,22,28
4,15,17,22,28,40
4,15,18,20,23,37
4,15,18,20,26,28
4,15,18,28,29,40
4,15,20,22,29,37
4,15,20,26,37,40
4,15,22,26,28,29
4,16,17,18,23,26
4,16,17,22,29,37
4,16,18,26,37,40
4,16,20,22,26,40
4,16,20,23,26,29
4,16,20,23,28,37
4,17,20,22,23,37
4,17,20,28,37,40
4,17,23,26,37,40
4,18,20,23,29,40
5,11,12,15,16,28
5,11,12,15,18,26
5,11,12,18,22,37
5,11,12,20,23,29
5,11,15,17,23,40
5,11,15,20,22,37
5,11,15,20,29,40
5,11,16,17,18,40
5,11,16,22,23,29
5,11,16,23,26,37
5,11,17,20,23,26
5,11,17,22,28,40
5,11,17,22,29,37
5,11,18,20,37,40
5,11,18,22,26,29
5,11,18,23,26,29
5,11,20,26,28,40
5,11,28,29,37,40
5,12,15,17,23,40
5,12,15,20,22,26
5,12,16,18,28,37
5,12,16,20,22,28
5,12,16,23,28,40
5,12,16,26,28,29
5,12,17,18,20,37
5,12,17,22,28,29
5,12,17,26,37,40
5,12,18,22,23,37
5,12,18,22,29,40
5,15,16,17,22,26
5,15,16,18,20,23
5,15,16,22,37,40
5,15,16,26,29,40
5,15,17,23,28,37
5,15,18,20,22,29
5,15,18,20,28,40
5,15,22,23,29,40
5,15,26,28,29,37
5,16,17,20,37,40
5,16,17,23,28,29
5,16,20,29,37,40
5,17,18,22,28,29
5,17,18,23,26,28
5,17,20,22,23,28
5,18,20,26,29,37
5,18,22,23,26,40
5,20,23,26,37,40
11,12,15,17,20,28
11,12,15,20,22,40
11,12,15,23,37,40
11,12,16,17,22,29
11,12,16,17,26,40
11,12,18,20,28,29
11,12,18,28,29,40
11,12,20,26,29,37
11,12,22,23,26,28
11,15,16,18,29,37
11,15,16,20,22,29
11,15,17,18,22,23
11,15,17,20,22,26
11,15,17,23,26,29
11,15,18,20,23,40
11,15,23,26,28,40
11,16,17,20,23,40
11,16,17,22,28,37
11,16,18,20,22,26
11,16,18,22,23,28
11,16,20,22,23,28
11,16,22,23,37,40
11,16,26,28,29,37
11,17,18,20,26,37
11,17,18,26,28,40
11,17,23,29,37,40
11,18,20,23,28,37
11,22,26,29,37,40
12,15,16,17,18,26
12,15,16,18,20,37
12,15,16,18,22,40
12,15,16,20,22,23
12,15,16,20,29,40
12,15,17,22,29,37
12,15,18,23,28,29
12,15,26,28,37,40
12,16,17,18,23,29
12,16,17,20,22,37
12,16,17,20,26,28
12,16,17,23,26,37
12,17,18,22,26,28
12,17,20,26,29,40
12,17,22,23,28,40
12,18,20,23,26,40
12,18,22,28,37,40
12,20,22,23,26,29
12,20,23,28,37,40
15,16,17,20,26,37
15,16,17,28,29,40
15,16,18,26,29,40
15,16,20,22,28,37
15,17,18,20,23,40
15,17,18,29,37,40
15,17,22,26,28,40
15,18,22,23,26,37
15,20,23,26,28,29
16,17,18,20,22,40
16,17,18,20,28,29
16,17,18,22,23,37
16,17,22,23,26,29
16,18,23,28,37,40
16,20,22,26,28,37
16,20,22,28,29,40
16,23,26,28,29,40
17,18,26,28,29,37
17,20,22,29,37,40
18,20,22,23,29,37
22,23,26,28,29,37
